Sample,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,per_tile_sequence_quality,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
ecoli_00055,12087986,8870235,2177,681262,0,0,0,0,54556,0,0,0,0,1721962,474526,283268,73.38058631106952,12087986.0,11406724.0,94.36,681262.0,5.64,ecoli_00055_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12087986.0,0.0,20-31,51.0,15.664472561045766,30.40400675513688,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,12238795,1813248,12238795,379402645,12089856,365063438,3.779416719669944,0.0467,0.4681,0.4851,,
ecoli_00056,3643850,2253035,74701,36387,0,0,0,0,90182,0,0,0,0,1005076,108160,76309,61.83116758373697,3643850.0,3607463.0,99.0,36387.0,1.0,ecoli_00056_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3643850.0,0.0,20-30,52.0,25.870836908976298,29.462325013378702,pass,pass,pass,fail,pass,warn,warn,fail,warn,pass,,3679651,1211549,3679651,114069181,4586455,107793190,5.501916420351962,0.0587,0.4948,0.4465,,
ecoli_00057,5561372,3254853,222951,51077,0,0,0,0,130548,0,0,0,0,1638842,155892,107209,58.52607953576923,5561372.0,5510295.0,99.08,51077.0,0.92,ecoli_00057_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5561372.0,0.0,20-30,52.0,21.123788247322885,29.487870079541523,pass,pass,pass,fail,pass,warn,warn,fail,warn,pass,,5609300,1835024,5609300,173888300,6739081,164599358,5.341901669059966,0.0849,0.474,0.4411,,
ecoli_00058,12026107,7231695,14208,121358,0,0,0,0,529508,0,0,0,0,3573721,339762,215855,60.1332999947531,12026107.0,11904749.0,98.99,121358.0,1.01,ecoli_00058_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12026107.0,0.0,20-30,53.0,14.987941616151295,29.41879878500998,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,12127390,3605034,12127390,375949090,16458622,355019317,5.5671827799875775,0.0363,0.498,0.4657,,
ecoli_00059,4717173,2827474,8424,42892,0,0,0,0,182547,0,0,0,0,1423152,137889,94795,59.94001068012558,4717173.0,4674281.0,99.09,42892.0,0.91,ecoli_00059_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4717173.0,0.0,20-30,53.0,20.888740895130194,29.44099379013659,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4745433,1415074,4745433,147108423,6131016,139224681,5.3591370495488215,0.0378,0.4998,0.4624,,
ecoli_00060,8369026,4986213,17379,98688,0,0,0,0,261270,0,0,0,0,2587112,251718,166646,59.579370407022274,8369026.0,8270338.0,98.82,98688.0,1.18,ecoli_00060_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8369026.0,0.0,20-30,53.0,18.97663044285822,29.56707435249932,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,8458095,2097086,8458095,262200945,9709436,248211284,5.335473142554845,0.0382,0.5191,0.4428,,
ecoli_00061,9421642,5689084,19135,98167,0,0,0,0,296260,0,0,0,0,2838951,285577,194468,60.383147650908406,9421642.0,9323475.0,98.96,98167.0,1.04,ecoli_00061_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9421642.0,0.0,20-30,53.0,18.107660573620148,29.57234503285096,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,9489355,2320285,9489355,294170005,10864658,279376327,5.0289552804678355,0.0384,0.5158,0.4458,,
ecoli_00062,1370061,797090,2683,17440,0,0,0,0,38418,0,0,0,0,444606,40934,28890,58.17916136580779,1370061.0,1352621.0,98.73,17440.0,1.27,ecoli_00062_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1370061.0,0.0,20-30,53.0,33.88990099719654,29.429218115105826,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,1387151,410799,1387151,43001681,1457279,40661111,5.442973264231229,0.0373,0.5322,0.4304,,
ecoli_00063,1560584,893617,16580,18181,0,0,0,0,38719,0,0,0,0,506350,48532,38605,57.261704592639674,1560584.0,1542403.0,98.83,18181.0,1.17,ecoli_00063_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1560584.0,0.0,20-30,52.0,31.54802120654228,29.45380639555449,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,1578379,463420,1578379,48929749,1656686,46303982,5.3664019408724135,0.0439,0.5203,0.4358,,
ecoli_00064,7542100,6028342,947,77536,0,0,0,0,10290,0,0,0,0,1098106,224822,102057,79.92922395619256,7542100.0,7464564.0,98.97,77536.0,1.03,ecoli_00064_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7542100.0,0.0,20-76,52.0,18.40303826215803,75.26975882048767,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,7552478,561230,7552478,570753701,188597,569526666,0.2149850273156617,0.0169,0.4931,0.49,,
ecoli_00065,6997964,5692952,869,102522,0,0,0,0,48324,0,0,0,0,786508,221841,144948,81.35154739292744,6997964.0,6895442.0,98.53,102522.0,1.47,ecoli_00065_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6997964.0,0.0,20-76,52.0,21.571490180136266,75.04983335152909,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,7045353,569476,7045353,530640961,498165,527034292,0.6796816049034706,0.0168,0.4847,0.4985,,
ecoli_00066,6342359,5156310,466,81916,0,0,0,0,17405,0,0,0,0,768905,211715,105642,81.29956062089832,6342359.0,6260443.0,98.71,81916.0,1.29,ecoli_00066_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6342359.0,0.0,20-76,52.0,24.01789781001597,75.14517264002242,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,,6349861,471008,6349861,479858188,167131,478901185,0.1994345462747423,0.0165,0.4952,0.4883,,
ecoli_00067,6755051,5531555,502,85178,0,0,0,0,16809,0,0,0,0,772333,226783,121891,81.88768671028541,6755051.0,6669873.0,98.74,85178.0,1.26,ecoli_00067_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6755051.0,0.0,20-76,52.0,22.69483509604621,75.16986237409606,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,,6762786,499753,6762786,511139731,156023,510136877,0.19619957893666454,0.017,0.49,0.493,,
ecoli_00068,3277403,1801438,1364,144945,0,0,0,0,691057,0,0,0,0,488969,131201,18429,54.96541011282411,3277403.0,3132458.0,95.58,144945.0,4.42,ecoli_00068_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3277403.0,0.0,20-36,50.0,28.434589823605556,35.287733916152504,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,fail,3949972,1617148,3949972,142198992,1223051,118055951,16.97834890418914,0.0606,0.4699,0.4695,,
ecoli_00069,2457212,1866866,1940,51280,0,0,0,0,104461,0,0,0,0,288746,95141,48778,75.97496675093561,2457212.0,2405932.0,97.91,51280.0,2.09,ecoli_00069_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2457212.0,0.0,20-36,51.0,40.008001675091336,35.36295850744665,pass,fail,pass,fail,pass,fail,warn,fail,warn,pass,fail,2607846,808025,2607846,93882456,246073,90402917,3.7062718086540047,0.037000000000000005,0.4418,0.5211,,
ecoli_00070,11306358,8268891,6165,216230,0,0,0,0,773038,0,0,0,0,1429636,426416,185982,73.13487685424431,11306358.0,11090128.0,98.09,216230.0,1.91,ecoli_00070_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11306358.0,0.0,20-36,51.0,21.79446488829764,35.50139196016967,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11994493,3766726,11994493,431801748,1177766,415574797,3.7579632493752655,0.0374,0.4494,0.5132,,
ecoli_00071,5960139,4356371,4279,115781,0,0,0,0,292036,0,0,0,0,857904,247808,85960,73.09176849734544,5960139.0,5844358.0,98.06,115781.0,1.94,ecoli_00071_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5960139.0,0.0,20-36,51.0,26.545552341758714,35.50555146448766,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,fail,6352305,2056055,6352305,228682980,868176,216491332,5.3312441529317125,0.0437,0.4593,0.4970000000000001,,
ecoli_00072,2691304,2008317,1911,50267,0,0,0,0,111413,0,0,0,0,356949,134300,28147,74.62245067818426,2691304.0,2641037.0,98.13,50267.0,1.87,ecoli_00072_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2691304.0,0.0,20-31,51.0,31.63482062870355,29.92774469179253,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,2798274,1338029,2798274,86746494,1388742,83701154,3.5106202678346863,0.0446,0.4496,0.5058,,
ecoli_00073,13924328,8512963,11393,628954,0,0,0,0,840733,0,0,0,0,3396233,461980,72072,61.13733459884025,13924328.0,13295374.0,95.48,628954.0,4.52,ecoli_00073_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13924328.0,0.0,20-50,52.0,20.06281120160573,48.51155617707368,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,fail,15256362,5940768,15256362,762818100,7566997,687784113,9.836419324607007,0.0304,0.4935,0.47600000000000003,,
ecoli_00074,12116508,7433454,22308,838740,0,0,0,0,654618,0,0,0,0,2760892,321984,84512,61.34980474572377,12116508.0,11277768.0,93.08,838740.0,6.92,ecoli_00074_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12116508.0,0.0,20-50,52.0,9.580814939293603,48.57158597179979,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,14950361,6925475,14950361,747518050,7873891,598385332,19.950383539233602,0.0274,0.5115,0.4611,,
ecoli_00075,8053153,5123498,16235,232507,0,0,0,0,1179334,0,0,0,0,1121749,314174,65656,63.621018997155524,8053153.0,7820646.0,97.11,232507.0,2.89,ecoli_00075_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8053153.0,0.0,20-36,50.0,23.41223368861225,35.44959731921149,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,fail,9820521,4171902,9820521,353538756,1050625,288272088,18.460965563843306,0.0445,0.4872,0.4683,,
ecoli_00076,11559326,6775753,4051,357773,0,0,0,0,2236641,0,0,0,0,1697472,411145,76491,58.617197923131506,11559326.0,11201553.0,96.9,357773.0,3.1,ecoli_00076_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11559326.0,0.0,20-36,52.0,38.2453083684108,35.32357820862565,pass,fail,pass,fail,pass,fail,warn,fail,warn,pass,fail,13194718,4924387,13194718,475009848,1826297,420107397,11.558171105538847,0.0438,0.442,0.5142,,
ecoli_00077,5313173,3298537,2052,151043,0,0,0,0,882797,0,0,0,0,732331,218493,27920,62.08224351061033,5313173.0,5162130.0,97.16,151043.0,2.84,ecoli_00077_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5313173.0,0.0,20-31,51.0,25.12848075749016,29.934834420034882,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,5816102,2933454,5816102,180299162,2775645,173965035,3.513120598974276,0.0467,0.4375,0.5158,,
ecoli_00078,6819970,4165059,7188,301064,0,0,0,0,871805,0,0,0,0,1145646,276545,52663,61.071514977338616,6819970.0,6518906.0,95.59,301064.0,4.41,ecoli_00078_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6819970.0,0.0,20-36,51.0,20.73772198354721,35.360434136807044,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,fail,8464655,3796563,8464655,304727580,951816,244046046,19.913371149404988,0.0496,0.4537,0.4967,,
ecoli_00079,12216329,7815499,179166,183239,0,0,0,0,1916385,0,0,0,0,1705818,338975,77247,63.97583922305956,12216329.0,12033090.0,98.5,183239.0,1.5,ecoli_00079_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12216329.0,0.0,20-36,52.0,17.013306828199287,35.44618878551814,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,warn,12857641,4167418,12857641,462875076,2609814,435539639,5.905575481882288,0.0371,0.4495,0.5134,,
ecoli_00080,3050369,1801862,1901,83267,0,0,0,0,391716,0,0,0,0,638960,107692,24971,59.07029608548998,3050369.0,2967102.0,97.27,83267.0,2.73,ecoli_00080_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3050369.0,0.0,20-36,51.0,28.168873179159174,35.39929497054291,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,fail,3606287,1419531,3606287,129826332,1211388,109891625,15.354902732675221,0.0457,0.508,0.4464,,
ecoli_00081,9965502,6697708,9190,161501,0,0,0,0,1026108,0,0,0,0,1530949,429479,110567,67.20893739221565,9965502.0,9804001.0,98.38,161501.0,1.62,ecoli_00081_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9965502.0,0.0,20-36,50.0,18.139369727081466,35.432932229605704,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,warn,10797115,3757601,10797115,388696140,2092930,355777823,8.468907615084628,0.0477,0.4488,0.5035,,
ecoli_00082,10060229,7340367,992,258795,0,0,0,0,28612,0,0,0,0,1735975,427099,268389,72.96421383648423,10060229.0,9801434.0,97.43,258795.0,2.57,ecoli_00082_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10060229.0,0.0,20-31,51.0,14.52819839368304,30.44996421055624,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,10136072,795090,10136072,314218232,4627869,307850154,2.0266417895190747,0.0394,0.4724,0.4882,,
ecoli_00083,10435939,7885232,700,293254,0,0,0,0,22141,0,0,0,0,1561595,416289,256728,75.55843321813207,10435939.0,10142685.0,97.19,293254.0,2.81,ecoli_00083_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10435939.0,0.0,20-31,51.0,13.707651916187205,30.453908172518066,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,10525313,837328,10525313,326284703,4754124,319557438,2.0617776249228577,0.0371,0.4673,0.4956,,
ecoli_00084,9370024,7589453,778,134857,0,0,0,0,25713,0,0,0,0,953818,362829,302576,80.99715646406028,9370024.0,9235167.0,98.56,134857.0,1.44,ecoli_00084_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9370024.0,0.0,20-31,52.0,22.85450897321353,30.309476795363608,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,9429892,754953,9429892,292326652,4296158,286207150,2.0933780611971016,0.0372,0.4342,0.5286,,
ecoli_00085,10027064,7784652,772,152256,0,0,0,0,25472,0,0,0,0,1378786,400624,284502,77.63640483395737,10027064.0,9874808.0,98.48,152256.0,1.52,ecoli_00085_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10027064.0,0.0,20-31,52.0,22.270755882933887,30.292437945943107,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,10086646,794640,10086646,312686026,4633723,306265483,2.0533514343874133,0.0395,0.4489,0.5116,,
ecoli_00086,8503321,5908281,1498,78440,0,0,0,0,15601,0,0,0,0,1991896,265659,241946,69.48204119308207,8503321.0,8424881.0,99.08,78440.0,0.92,ecoli_00086_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8503321.0,0.0,20-31,51.0,16.130593001514974,30.484657465006908,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,8520029,562336,8520029,264120899,3695060,259708171,1.6707227700296448,0.0306,0.4767,0.4926,,
ecoli_00087,7891140,5481627,1766,82858,0,0,0,0,11059,0,0,0,0,1852874,324345,136611,69.4655905230423,7891140.0,7808282.0,98.95,82858.0,1.05,ecoli_00087_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7891140.0,0.0,20-31,50.0,16.784966702148367,29.94877102674645,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,7908593,3961227,7908593,245166383,3424979,236833283,3.3989570258496657,0.0296,0.4753,0.4951,,
ecoli_00088,7425536,5895591,921,74569,0,0,0,0,14934,0,0,0,0,904399,253509,281613,79.39616749551817,7425536.0,7350967.0,99.0,74569.0,1.0,ecoli_00088_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7425536.0,0.0,20-31,51.0,18.926258817642246,30.47259201221299,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,7438538,528216,7438538,230594678,3283282,226633684,1.7177300163015905,0.0318,0.4528,0.5154,,
ecoli_00089,8173341,6492430,615,75282,0,0,0,0,9303,0,0,0,0,1063853,257913,273945,79.43422402173114,8173341.0,8098059.0,99.08,75282.0,0.92,ecoli_00089_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8173341.0,0.0,20-31,51.0,18.2967031701368,30.47681394915494,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,8185939,577668,8185939,253764109,3567480,249458391,1.696740337696849,0.0309,0.457,0.5121,,
ecoli_00090,8853677,7113688,56867,75442,0,0,0,0,9673,0,0,0,0,990252,287792,319963,80.34727266422753,8853677.0,8778235.0,99.15,75442.0,0.85,ecoli_00090_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8853677.0,0.0,20-31,53.0,18.542888034824365,30.384222735932198,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,8869693,628066,8869693,274960483,3924537,270227373,1.7213782680182446,0.0304,0.4454,0.5242,,
ecoli_00091,9652904,7811030,986,99585,0,0,0,0,14202,0,0,0,0,1044709,319228,363164,80.91896490424024,9652904.0,9553319.0,98.97,99585.0,1.03,ecoli_00091_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9652904.0,0.0,20-31,53.0,19.151063237573663,30.373624558992816,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,9672696,695227,9672696,299853576,4254776,294706137,1.7166508629531902,0.0302,0.4461,0.5237,,
ecoli_00092,6704719,5004616,41546,79133,0,0,0,0,8830,0,0,0,0,1142299,229351,198944,74.64318788005879,6704719.0,6625586.0,98.82,79133.0,1.18,ecoli_00092_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6704719.0,0.0,20-31,52.0,22.46689540254485,30.480060089020878,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,6729653,526358,6729653,208619243,2851610,204816711,1.8227139286475118,0.0321,0.4886,0.4793,,
ecoli_00093,7730570,5931445,98079,97494,0,0,0,0,7442,0,0,0,0,1153975,237367,204768,76.7271365500862,7730570.0,7633076.0,98.74,97494.0,1.26,ecoli_00093_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7730570.0,0.0,20-31,52.0,21.30815486668811,30.489046473934003,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,7811736,632339,7811736,242163816,3252317,236441166,2.363131740540461,0.0316,0.4665,0.502,,
ecoli_00094,2495515,2145965,1544,37435,0,0,0,0,3276,0,0,0,0,165302,75912,66081,85.99287121095243,2495515.0,2458080.0,98.5,37435.0,1.5,ecoli_00094_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2495515.0,0.0,20-76,52.0,30.837358815766677,75.19912643282048,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,2499411,189095,2499411,188954818,64227,188604299,0.18550413464450533,0.0147,0.4193,0.5660000000000001,,
ecoli_00095,3914893,3376473,2719,57034,0,0,0,0,4686,0,0,0,0,260068,147724,66189,86.24687826717104,3914893.0,3857859.0,98.54,57034.0,1.46,ecoli_00095_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3914893.0,0.0,20-76,52.0,26.6530510912078,74.48580535917584,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,3917636,1878727,3917636,296182403,45621,293771454,0.8140081840040984,0.0153,0.4224,0.5623,,
ecoli_00096,8143610,6278147,53158,100111,0,0,0,0,3970,0,0,0,0,1237077,265971,205176,77.09292316306895,8143610.0,8043499.0,98.77,100111.0,1.23,ecoli_00096_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8143610.0,0.0,20-31,52.0,23.282107243012717,30.46432945585557,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,8172533,652898,8172533,253348523,3567349,248932360,1.7431177208797068,0.0339,0.4753,0.4908,,
ecoli_00097,9648351,7535259,83716,138806,0,0,0,0,8193,0,0,0,0,1339190,290312,252875,78.09893110231997,9648351.0,9509545.0,98.56,138806.0,1.44,ecoli_00097_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9648351.0,0.0,20-31,52.0,16.42606876464209,30.459782609484247,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,9727223,826031,9727223,301543913,4268473,295018208,2.1640977378972988,0.0307,0.4659,0.5033,,
ecoli_00098,1966836,1693376,1142,25546,0,0,0,0,689,0,0,0,0,142915,55935,47233,86.0964513563917,1966836.0,1941290.0,98.7,25546.0,1.3,ecoli_00098_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1966836.0,0.0,21-76,52.0,37.61216835166624,75.31271849813609,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,1969209,146126,1969209,148871616,10991,148643031,0.15354505186536027,0.0146,0.4249,0.5604,,
ecoli_00099,4001291,3443822,2536,52330,0,0,0,0,1397,0,0,0,0,291515,114423,95268,86.06777162670748,4001291.0,3948961.0,98.69,52330.0,1.31,ecoli_00099_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4001291.0,0.0,20-76,52.0,30.02248345039597,75.30754498985452,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4004221,297470,4004221,302721346,44325,302242270,0.15825643164258393,0.0152,0.4264,0.5585,,
ecoli_00100,4748303,3537372,53810,364037,0,0,0,0,8543,0,0,0,0,538663,165634,80244,74.4976047232032,4748303.0,4384266.0,92.33,364037.0,7.67,ecoli_00100_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4748303.0,0.0,20-31,52.0,27.673065937202722,30.23356091639476,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4990075,500267,4990075,154692325,2257948,149252032,3.516847393689377,0.0375,0.4392,0.5233,,
ecoli_00101,2097995,1789771,1744,45080,0,0,0,0,4163,0,0,0,0,130810,64871,61556,85.30863991572906,2097995.0,2052915.0,97.85,45080.0,2.15,ecoli_00101_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2097995.0,0.0,20-76,52.0,30.49898149784248,75.18488461602625,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,2112504,168166,2112504,159679820,21416,158712641,0.6056989543199635,0.0159,0.4121,0.5720000000000001,,
ecoli_00102,3816983,3253535,3318,82560,0,0,0,0,7061,0,0,0,0,238334,119287,112888,85.23839377854185,3816983.0,3734423.0,97.84,82560.0,2.16,ecoli_00102_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3816983.0,0.0,20-76,52.0,27.66824619532891,75.29788945876888,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,3837526,303149,3837526,290081494,57432,288469433,0.5557269365139162,0.0161,0.4096,0.5743,,
ecoli_00103,2643200,2279264,1012,35221,0,0,0,0,6334,0,0,0,0,150049,111743,59577,86.2312348668281,2643200.0,2607979.0,98.67,35221.0,1.33,ecoli_00103_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2643200.0,0.0,20-76,51.0,31.32933385243152,74.52703314164648,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,2646035,1270739,2646035,200016243,14542,198408346,0.8038832126248866,0.0148,0.3806,0.6046,,
ecoli_00104,4055713,3479579,1594,54286,0,0,0,0,8982,0,0,0,0,230408,137139,143725,85.79450764884004,4055713.0,4001427.0,98.66,54286.0,1.34,ecoli_00104_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4055713.0,0.0,20-76,52.0,23.25490885106964,75.23382744291817,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4059239,296880,4059239,306846353,39867,306362489,0.15768934363055634,0.0152,0.3774,0.6075,,
ecoli_00105,8226115,6260093,39098,84699,0,0,0,0,42060,0,0,0,0,1282813,293343,224009,76.10023686758574,8226115.0,8141416.0,98.97,84699.0,1.03,ecoli_00105_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8226115.0,0.0,20-31,52.0,20.529322377832607,30.338849748635894,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,8293358,774214,8293358,257094098,3959416,250682062,2.49404247311815,0.0365,0.4503,0.5132,,
