,TF,ev_level,gene_id
871,Sigma70,Strong,b0441
872,Sigma70,Weak,b0447
873,Sigma70,Weak,b0460
874,Sigma70,Weak,b0461
875,Sigma70,Weak,b0462
876,Sigma70,Weak,b0463
877,Sigma70,Weak,b0464
878,Sigma70,Weak,b0469
879,Sigma70,Strong,b0475
880,Sigma70,Weak,b0484
881,Sigma70,Weak,b0507
882,Sigma70,Weak,b0508
883,Sigma70,Weak,b0509
884,Sigma70,Weak,b0511
885,Sigma70,Weak,b0512
886,Sigma70,Weak,b0513
887,Sigma70,Weak,b0514
888,Sigma70,Weak,b0515
889,Sigma70,Weak,b0516
890,Sigma70,Weak,b0517
891,Sigma70,Weak,b0522
892,Sigma70,Weak,b0523
893,Sigma70,Weak,b0564
894,Sigma70,Weak,b0570
895,Sigma70,Weak,b0571
896,Sigma70,Weak,b0572
897,Sigma70,Weak,b0573
898,Sigma70,Weak,b0574
899,Sigma70,Weak,b0575
900,Sigma70,Strong,b0576
901,Sigma70,Weak,b0578
902,Sigma70,Strong,b0583
903,Sigma70,Strong,b0584
904,Sigma70,Strong,b0585
905,Sigma70,Strong,b0586
906,Sigma70,Strong,b0587
907,Sigma70,Weak,b0588
908,Sigma70,Weak,b0589
909,Sigma70,Weak,b0590
910,Sigma70,Weak,b0591
911,Sigma70,Weak,b0592
912,Sigma70,Weak,b0593
913,Sigma70,Weak,b0594
914,Sigma70,Weak,b0595
915,Sigma70,Weak,b0596
916,Sigma70,Weak,b0597
917,Sigma70,Strong,b0598
918,Sigma70,Weak,b0602
919,Sigma70,Weak,b0605
920,Sigma70,Weak,b0606
921,Sigma70,Weak,b0623
922,Sigma70,Weak,b0652
923,Sigma70,Weak,b0653
924,Sigma70,Weak,b0654
925,Sigma70,Weak,b0655
926,Sigma70,Strong,b0675
927,Sigma70,Weak,b0676
928,Sigma70,Strong,b0677
929,Sigma70,Strong,b0678
930,Sigma70,Strong,b0679
931,Sigma70,Weak,b0683
932,Sigma70,Strong,b0696
933,Sigma70,Strong,b0697
934,Sigma70,Strong,b0698
935,Sigma70,Strong,b0720
936,Sigma70,Weak,b0721
937,Sigma70,Weak,b0722
938,Sigma70,Weak,b0723
939,Sigma70,Weak,b0724
940,Sigma70,Weak,b0726
941,Sigma70,Weak,b0727
942,Sigma70,Weak,b0728
943,Sigma70,Weak,b0729
944,Sigma70,Weak,b0730
945,Sigma70,Weak,b0733
946,Sigma70,Weak,b0734
947,Sigma70,Strong,b0754
948,Sigma70,Weak,b0755
949,Sigma70,Strong,b0756
950,Sigma70,Strong,b0757
951,Sigma70,Strong,b0758
952,Sigma70,Strong,b0759
953,Sigma70,Strong,b0762
954,Sigma70,Weak,b0763
955,Sigma70,Weak,b0764
956,Sigma70,Weak,b0765
957,Sigma70,Weak,b0774
958,Sigma70,Weak,b0775
959,Sigma70,Weak,b0776
960,Sigma70,Weak,b0777
961,Sigma70,Weak,b0778
962,Sigma70,Strong,b0779
963,Sigma70,Strong,b0786
964,Sigma70,Weak,b0792
965,Sigma70,Weak,b0793
966,Sigma70,Weak,b0794
967,Sigma70,Weak,b0795
968,Sigma70,Weak,b0796
969,Sigma70,Weak,b0799
970,Sigma70,Weak,b0805
971,Sigma70,Weak,b0806
972,Sigma70,Weak,b0809
973,Sigma70,Strong,b0812
974,Sigma70,Strong,b0814
975,Sigma70,Strong,b0826
976,Sigma70,Strong,b0827
977,Sigma70,Weak,b0839
978,Sigma70,Weak,b0850
979,Sigma70,Weak,b0851
980,Sigma70,Weak,b0852
981,Sigma70,Weak,b0853
982,Sigma70,Strong,b0860
983,Sigma70,Weak,b0861
984,Sigma70,Weak,b0862
985,Sigma70,Weak,b0863
986,Sigma70,Weak,b0864
987,Sigma70,Weak,b0874
988,Sigma70,Weak,b0880
989,Sigma70,Weak,b0882
990,Sigma70,Weak,b0884
991,Sigma70,Strong,b0886
992,Sigma70,Strong,b0887
993,Sigma70,Strong,b0889
994,Sigma70,Weak,b0890
995,Sigma70,Strong,b0891
996,Sigma70,Strong,b0892
997,Sigma70,Weak,b0894
998,Sigma70,Weak,b0895
999,Sigma70,Weak,b0896
1000,Sigma70,Strong,b0902
1001,Sigma70,Weak,b0903
1002,Sigma70,Weak,b0904
1003,Sigma70,Strong,b0907
1004,Sigma70,Strong,b0908
1005,Sigma70,Weak,b0910
1006,Sigma70,Weak,b0911
1007,Sigma70,Weak,b0912
1008,Sigma70,Weak,b0917
1009,Sigma70,Weak,b0918
1010,Sigma70,Weak,b0921
1011,Sigma70,Weak,b0922
1012,Sigma70,Weak,b0923
1013,Sigma70,Weak,b0924
1014,Sigma70,Strong,b0931
1015,Sigma70,Weak,b0933
1016,Sigma70,Weak,b0934
1017,Sigma70,Weak,b0935
1018,Sigma70,Weak,b0936
1019,Sigma70,Weak,b0937
1020,Sigma70,Strong,b0945
1021,Sigma70,Weak,b0950
1022,Sigma70,Weak,b0951
1023,Sigma70,Weak,b0954
1024,Sigma70,Strong,b0957
1025,Sigma70,Strong,b0958
1026,Sigma70,Strong,b0959
1027,Sigma70,Weak,b0970
1028,Sigma70,Weak,b0972
1029,Sigma70,Weak,b0973
1030,Sigma70,Weak,b0974
1031,Sigma70,Weak,b0975
1032,Sigma70,Weak,b0976
1033,Sigma70,Weak,b0977
1034,Sigma70,Weak,b0978
1035,Sigma70,Weak,b0979
1036,Sigma70,Weak,b0980
1037,Sigma70,Strong,b0987
1038,Sigma70,Weak,b0995
1039,Sigma70,Weak,b0996
1040,Sigma70,Weak,b0997
1041,Sigma70,Weak,b0998
1042,Sigma70,Strong,b0999
1043,Sigma70,Strong,b1000
1044,Sigma70,Strong,b1013
1045,Sigma70,Weak,b1014
1046,Sigma70,Weak,b1015
1047,Sigma70,Strong,b1020
1048,Sigma70,Strong,b1025
1049,Sigma70,Weak,b1036
1050,Sigma70,Weak,b1048
1051,Sigma70,Weak,b1049
1052,Sigma70,Strong,b1060
1053,Sigma70,Strong,b1061
1054,Sigma70,Weak,b1062
1055,Sigma70,Weak,b1064
1056,Sigma70,Weak,b1070
1057,Sigma70,Weak,b1071
1058,Sigma70,Weak,b1072
1059,Sigma70,Weak,b1073
1060,Sigma70,Weak,b1074
1061,Sigma70,Weak,b1075
1062,Sigma70,Weak,b1076
1063,Sigma70,Weak,b1077
1064,Sigma70,Weak,b1078
1065,Sigma70,Weak,b1079
1066,Sigma70,Weak,b1080
1067,Sigma70,Weak,b1081
1068,Sigma70,Weak,b1084
1069,Sigma70,Weak,b1090
1070,Sigma70,Weak,b1091
1071,Sigma70,Weak,b1092
1072,Sigma70,Weak,b1093
1073,Sigma70,Weak,b1094
1074,Sigma70,Weak,b1095
1075,Sigma70,Weak,b1101
1076,Sigma70,Weak,b1109
1077,Sigma70,Weak,b1112
1078,Sigma70,Weak,b1113
1079,Sigma70,Weak,b1114
1080,Sigma70,Strong,b1131
1081,Sigma70,Strong,b1132
1082,Sigma70,Weak,b1136
1083,Sigma70,Strong,b1160
1084,Sigma70,Strong,b1162
1085,Sigma70,Strong,b1163
1086,Sigma70,Weak,b1183
1087,Sigma70,Weak,b1184
1088,Sigma70,Strong,b1187
1089,Sigma70,Strong,b1189
1090,Sigma70,Strong,b1190
1091,Sigma70,Weak,b1203
1092,Sigma70,Weak,b1204
1093,Sigma70,Weak,b1205
1094,Sigma70,Strong,b1207
1095,Sigma70,Strong,b1210
1096,Sigma70,Strong,b1211
1097,Sigma70,Strong,b1212
1098,Sigma70,Weak,b1213
1099,Sigma70,Weak,b1214
1100,Sigma70,Weak,b1215
1101,Sigma70,Weak,b1220
1102,Sigma70,Weak,b1221
1103,Sigma70,Weak,b1222
1104,Sigma70,Weak,b1223
1105,Sigma70,Weak,b1224
1106,Sigma70,Weak,b1225
1107,Sigma70,Weak,b1226
1108,Sigma70,Weak,b1227
1109,Sigma70,Strong,b1229
1110,Sigma70,Strong,b1237
1111,Sigma70,Strong,b1252
1112,Sigma70,Weak,b1254
1113,Sigma70,Weak,b1255
1114,Sigma70,Weak,b1257
1115,Sigma70,Weak,b1260
1116,Sigma70,Weak,b1261
1117,Sigma70,Weak,b1262
1118,Sigma70,Weak,b1263
1119,Sigma70,Weak,b1264
1120,Sigma70,Weak,b1265
1121,Sigma70,Weak,b1272
1122,Sigma70,Weak,b1274
1123,Sigma70,Weak,b1275
1124,Sigma70,Weak,b1276
1125,Sigma70,Weak,b1277
1126,Sigma70,Strong,b1278
1127,Sigma70,Strong,b1279
1128,Sigma70,Strong,b1280
1129,Sigma70,Strong,b1281
1130,Sigma70,Strong,b1282
1131,Sigma70,Weak,b1283
1132,Sigma70,Weak,b1286
1133,Sigma70,Weak,b1287
1134,Sigma70,Weak,b1303
1135,Sigma70,Weak,b1323
1136,Sigma70,Weak,b1324
1137,Sigma70,Weak,b1334
1138,Sigma70,Strong,b1379
1139,Sigma70,Strong,b1384
1140,Sigma70,Strong,b1385
1141,Sigma70,Strong,b1386
1142,Sigma70,Weak,b1388
1143,Sigma70,Weak,b1389
1144,Sigma70,Weak,b1390
1145,Sigma70,Weak,b1391
1146,Sigma70,Weak,b1392
1147,Sigma70,Weak,b1393
1148,Sigma70,Weak,b1394
1149,Sigma70,Weak,b1395
1150,Sigma70,Weak,b1396
1151,Sigma70,Weak,b1397
1152,Sigma70,Weak,b1398
1153,Sigma70,Weak,b1399
1154,Sigma70,Weak,b1400
1155,Sigma70,Weak,b1412
1156,Sigma70,Weak,b1415
1157,Sigma70,Strong,b1434
1158,Sigma70,Strong,b1438
1159,Sigma70,Weak,b1469
1160,Sigma70,Strong,b1474
1161,Sigma70,Strong,b1475
1162,Sigma70,Strong,b1476
1163,Sigma70,Weak,b1482
1164,Sigma70,Weak,b1497
1165,Sigma70,Weak,b1498
1166,Sigma70,Weak,b1499
1167,Sigma70,Weak,b1500
1168,Sigma70,Weak,b1501
1169,Sigma70,Strong,b1507
1170,Sigma70,Strong,b1508
1171,Sigma70,Weak,b1511
1172,Sigma70,Weak,b1512
1173,Sigma70,Strong,b1521
1174,Sigma70,Weak,b1530
1175,Sigma70,Weak,b1531
1176,Sigma70,Weak,b1532
1177,Sigma70,Weak,b1535
1178,Sigma70,Weak,b1536
1179,Sigma70,Weak,b1537
1180,Sigma70,Weak,b1546
1181,Sigma70,Weak,b1547
1182,Sigma70,Weak,b1548
1183,Sigma70,Strong,b1562
1184,Sigma70,Strong,b1563
1185,Sigma70,Strong,b1564
1186,Sigma70,Weak,b1567
1187,Sigma70,Weak,b1568
1188,Sigma70,Weak,b1569
1189,Sigma70,Weak,b1575
1190,Sigma70,Weak,b1576
1191,Sigma70,Weak,b1577
1192,Sigma70,Weak,b1578
1193,Sigma70,Weak,b1579
1194,Sigma70,Weak,b1587
1195,Sigma70,Weak,b1588
1196,Sigma70,Weak,b1589
1197,Sigma70,Weak,b1590
1198,Sigma70,Weak,b1591
1199,Sigma70,Weak,b1593
1200,Sigma70,Weak,b1594
1201,Sigma70,Weak,b1602
1202,Sigma70,Weak,b1603
1203,Sigma70,Weak,b1611
1204,Sigma70,Weak,b1612
1205,Sigma70,Strong,b1613
1206,Sigma70,Weak,b1618
1207,Sigma70,Strong,b1620
1208,Sigma70,Weak,b1621
1209,Sigma70,Weak,b1622
1210,Sigma70,Weak,b1623
1211,Sigma70,Strong,b1634
1212,Sigma70,Strong,b1649
1213,Sigma70,Strong,b1650
1214,Sigma70,Weak,b1651
1215,Sigma70,Weak,b1654
1216,Sigma70,Weak,b1655
1217,Sigma70,Weak,b1656
1218,Sigma70,Strong,b1658
1219,Sigma70,Weak,b1676
1220,Sigma70,Weak,b1679
1221,Sigma70,Weak,b1680
1222,Sigma70,Weak,b1681
1223,Sigma70,Weak,b1682
1224,Sigma70,Weak,b1683
1225,Sigma70,Weak,b1684
1226,Sigma70,Strong,b1702
1227,Sigma70,Weak,b1704
1228,Sigma70,Weak,b1716
1229,Sigma70,Weak,b1717
1230,Sigma70,Weak,b1718
1231,Sigma70,Weak,b1728
1232,Sigma70,Weak,b1731
1233,Sigma70,Weak,b1739
1234,Sigma70,Weak,b1740
1235,Sigma70,Weak,b1741
1236,Sigma70,Weak,b1743
1237,Sigma70,Weak,b1744
1238,Sigma70,Weak,b1745
1239,Sigma70,Weak,b1746
1240,Sigma70,Weak,b1747
1241,Sigma70,Weak,b1748
1242,Sigma70,Weak,b1761
1243,Sigma70,Weak,b1778
1244,Sigma70,Weak,b1779
1245,Sigma70,Weak,b1781
1246,Sigma70,Strong,b1796
1247,Sigma70,Strong,b1797
1248,Sigma70,Strong,b1804
1249,Sigma70,Strong,b1805
1250,Sigma70,Weak,b1816
1251,Sigma70,Weak,b1817
1252,Sigma70,Weak,b1818
1253,Sigma70,Weak,b1819
1254,Sigma70,Strong,b1821
1255,Sigma70,Strong,b1823
1256,Sigma70,Strong,b1824
1257,Sigma70,Weak,b1846
1258,Sigma70,Weak,b1848
1259,Sigma70,Strong,b1850
1260,Sigma70,Strong,b1851
1261,Sigma70,Strong,b1852
1262,Sigma70,Strong,b1854
1263,Sigma70,Strong,b1858
1264,Sigma70,Strong,b1859
1265,Sigma70,Weak,b1862
1266,Sigma70,Weak,b1863
1267,Sigma70,Weak,b1864
1268,Sigma70,Weak,b1865
1269,Sigma70,Weak,b1876
1270,Sigma70,Weak,b1878
1271,Sigma70,Weak,b1879
1272,Sigma70,Weak,b1880
1273,Sigma70,Strong,b1891
1274,Sigma70,Strong,b1892
1275,Sigma70,Strong,b1900
1276,Sigma70,Strong,b1901
1277,Sigma70,Weak,b1902
1278,Sigma70,Weak,b1905
1279,Sigma70,Weak,b1907
1280,Sigma70,Weak,b1913
1281,Sigma70,Weak,b1914
1282,Sigma70,Weak,b1916
1283,Sigma70,Strong,b1920
1284,Sigma70,Strong,b1921
1285,Sigma70,Strong,b1922
1286,Sigma70,Weak,b1924
1287,Sigma70,Weak,b1925
1288,Sigma70,Weak,b1926
1289,Sigma70,Weak,b1927
1290,Sigma70,Weak,b1937
1291,Sigma70,Weak,b1938
1292,Sigma70,Weak,b1939
1293,Sigma70,Weak,b1940
1294,Sigma70,Weak,b1941
1295,Sigma70,Weak,b1942
1296,Sigma70,Weak,b1943
1297,Sigma70,Strong,b1944
1298,Sigma70,Strong,b1945
1299,Sigma70,Strong,b1946
1300,Sigma70,Strong,b1947
1301,Sigma70,Strong,b1948
1302,Sigma70,Strong,b1949
1303,Sigma70,Strong,b1950
1304,Sigma70,Weak,b1951
1305,Sigma70,Strong,b1967
1306,Sigma70,Weak,b1970
1307,Sigma70,Weak,b1973
1308,Sigma70,Strong,b1981
1309,Sigma70,Weak,b1987
1310,Sigma70,Strong,b1991
1311,Sigma70,Strong,b1992
1312,Sigma70,Strong,b1993
1313,Sigma70,Weak,b2000
1314,Sigma70,Strong,b2017
1315,Sigma70,Strong,b2022
1316,Sigma70,Strong,b2023
1317,Sigma70,Strong,b2024
1318,Sigma70,Strong,b2025
1319,Sigma70,Strong,b2026
1320,Sigma70,Strong,b2029
1321,Sigma70,Weak,b2058
1322,Sigma70,Weak,b2059
1323,Sigma70,Weak,b2060
1324,Sigma70,Weak,b2061
1325,Sigma70,Weak,b2062
1326,Sigma70,Weak,b2083
1327,Sigma70,Weak,b2085
1328,Sigma70,Strong,b2091
1329,Sigma70,Strong,b2092_1
1330,Sigma70,Strong,b2092_2
1331,Sigma70,Strong,b2093
1332,Sigma70,Strong,b2094
1333,Sigma70,Strong,b2095
1334,Sigma70,Strong,b2096
1335,Sigma70,Strong,b2105
1336,Sigma70,Strong,b2106
1337,Sigma70,Strong,b2107
1338,Sigma70,Strong,b2113
1339,Sigma70,Weak,b2114
1340,Sigma70,Weak,b2127
1341,Sigma70,Weak,b2132
1342,Sigma70,Weak,b2143
1343,Sigma70,Strong,b2146
1344,Sigma70,Strong,b2147
1345,Sigma70,Weak,b2148
1346,Sigma70,Weak,b2149
1347,Sigma70,Weak,b2150
1348,Sigma70,Weak,b2151
1349,Sigma70,Weak,b2152
1350,Sigma70,Weak,b2153
1351,Sigma70,Weak,b2155
1352,Sigma70,Strong,b2156
1353,Sigma70,Weak,b2159
1354,Sigma70,Weak,b2162
1355,Sigma70,Weak,b2167
1356,Sigma70,Weak,b2168
1357,Sigma70,Weak,b2169
1358,Sigma70,Weak,b2185
1359,Sigma70,Weak,b2194
1360,Sigma70,Weak,b2195
1361,Sigma70,Weak,b2196
1362,Sigma70,Weak,b2197
1363,Sigma70,Weak,b2198
1364,Sigma70,Weak,b2199
1365,Sigma70,Weak,b2200
1366,Sigma70,Weak,b2201
1367,Sigma70,Weak,b2202
1368,Sigma70,Weak,b2203
1369,Sigma70,Weak,b2204
1370,Sigma70,Weak,b2205
1371,Sigma70,Weak,b2206
1372,Sigma70,Weak,b2207
1373,Sigma70,Weak,b2208
1374,Sigma70,Weak,b2211
1375,Sigma70,Weak,b2212
1376,Sigma70,Strong,b2215
1377,Sigma70,Strong,b2216
1378,Sigma70,Strong,b2217
1379,Sigma70,Weak,b2231
1380,Sigma70,Weak,b2232
1381,Sigma70,Strong,b2234
1382,Sigma70,Strong,b2235
1383,Sigma70,Strong,b2236
1384,Sigma70,Weak,b2237
1385,Sigma70,Weak,b2239
1386,Sigma70,Weak,b2240
1387,Sigma70,Weak,b2241
1388,Sigma70,Weak,b2242
1389,Sigma70,Weak,b2243
1390,Sigma70,Strong,b2276
1391,Sigma70,Strong,b2277
1392,Sigma70,Strong,b2278
1393,Sigma70,Strong,b2279
1394,Sigma70,Strong,b2280
1395,Sigma70,Strong,b2281
1396,Sigma70,Strong,b2282
1397,Sigma70,Strong,b2283
1398,Sigma70,Strong,b2284
1399,Sigma70,Strong,b2285
1400,Sigma70,Strong,b2286
1401,Sigma70,Strong,b2287
1402,Sigma70,Strong,b2288
1403,Sigma70,Weak,b2306
1404,Sigma70,Weak,b2307
1405,Sigma70,Weak,b2308
1406,Sigma70,Weak,b2309
1407,Sigma70,Weak,b2311
1408,Sigma70,Weak,b2312
1409,Sigma70,Weak,b2313
1410,Sigma70,Weak,b2316
1411,Sigma70,Strong,b2323
1412,Sigma70,Weak,b2340
1413,Sigma70,Weak,b2341
1414,Sigma70,Weak,b2342
1415,Sigma70,Strong,b2349
1416,Sigma70,Weak,b2364
1417,Sigma70,Strong,b2365
1418,Sigma70,Strong,b2366
1419,Sigma70,Strong,b2369
1420,Sigma70,Strong,b2370
1421,Sigma70,Weak,b2371
1422,Sigma70,Weak,b2372
1423,Sigma70,Weak,b2373
1424,Sigma70,Weak,b2374
1425,Sigma70,Weak,b2375
1426,Sigma70,Weak,b2379
1427,Sigma70,Weak,b2388
1428,Sigma70,Weak,b2392
1429,Sigma70,Weak,b2393
1430,Sigma70,Weak,b2400
1431,Sigma70,Weak,b2405
1432,Sigma70,Weak,b2406
1433,Sigma70,Weak,b2407
1434,Sigma70,Strong,b2414
1435,Sigma70,Weak,b2415
1436,Sigma70,Weak,b2416
1437,Sigma70,Weak,b2417
1438,Sigma70,Strong,b2421
1439,Sigma70,Strong,b2422
1440,Sigma70,Strong,b2423
1441,Sigma70,Strong,b2424
1442,Sigma70,Strong,b2425
1443,Sigma70,Strong,b2427
1444,Sigma70,Strong,b2428
1445,Sigma70,Strong,b2429
1446,Sigma70,Weak,b2435
1447,Sigma70,Weak,b2436
1448,Sigma70,Weak,b2470
1449,Sigma70,Strong,b2471
1450,Sigma70,Weak,b2472
1451,Sigma70,Strong,b2476
1452,Sigma70,Weak,b2477
1453,Sigma70,Weak,b2478
1454,Sigma70,Weak,b2479
1455,Sigma70,Weak,b2480
1456,Sigma70,Weak,b2497
1457,Sigma70,Weak,b2498
1458,Sigma70,Strong,b2499
1459,Sigma70,Strong,b2500
1460,Sigma70,Weak,b2507
1461,Sigma70,Weak,b2508
1462,Sigma70,Weak,b2509
1463,Sigma70,Strong,b2514
1464,Sigma70,Strong,b2524
1465,Sigma70,Strong,b2525
1466,Sigma70,Strong,b2526
1467,Sigma70,Strong,b2527
1468,Sigma70,Strong,b2528
1469,Sigma70,Strong,b2529
1470,Sigma70,Strong,b2530
1471,Sigma70,Strong,b2531
1472,Sigma70,Weak,b2535
1473,Sigma70,Strong,b2551
1474,Sigma70,Strong,b2553
1475,Sigma70,Weak,b2556
1476,Sigma70,Strong,b2557
1477,Sigma70,Weak,b2558
1478,Sigma70,Weak,b2563
1479,Sigma70,Weak,b2564
1480,Sigma70,Weak,b2565
1481,Sigma70,Weak,b2566
1482,Sigma70,Weak,b2567
1483,Sigma70,Weak,b2570
1484,Sigma70,Weak,b2571
1485,Sigma70,Weak,b2572
1486,Sigma70,Weak,b2573
1487,Sigma70,Weak,b2574
1488,Sigma70,Strong,b2579
1489,Sigma70,Weak,b2582
1490,Sigma70,Strong,b2584
1491,Sigma70,Strong,b2598
1492,Sigma70,Strong,b2599
1493,Sigma70,Weak,b2600
1494,Sigma70,Weak,b2601
1495,Sigma70,Strong,b2603
1496,Sigma70,Strong,b2604
1497,Sigma70,Strong,b2605
1498,Sigma70,Strong,b2606
1499,Sigma70,Strong,b2607
1500,Sigma70,Strong,b2608
1501,Sigma70,Strong,b2609
1502,Sigma70,Weak,b2616
1503,Sigma70,Strong,b2630
1504,Sigma70,Strong,b2631
1505,Sigma70,Weak,b2661
1506,Sigma70,Weak,b2662
1507,Sigma70,Weak,b2663
1508,Sigma70,Weak,b2669
1509,Sigma70,Weak,b2673
1510,Sigma70,Weak,b2674
1511,Sigma70,Weak,b2675
1512,Sigma70,Weak,b2676
1513,Sigma70,Strong,b2677
1514,Sigma70,Strong,b2678
1515,Sigma70,Strong,b2679
1516,Sigma70,Weak,b2684
1517,Sigma70,Weak,b2685
1518,Sigma70,Weak,b2686
1519,Sigma70,Weak,b2696
1520,Sigma70,Weak,b2698
1521,Sigma70,Weak,b2699
1522,Sigma70,Strong,b2702
1523,Sigma70,Strong,b2703
1524,Sigma70,Strong,b2704
1525,Sigma70,Strong,b2705
1526,Sigma70,Strong,b2706
1527,Sigma70,Strong,b2707
1528,Sigma70,Strong,b2708
1529,Sigma70,Strong,b2712
1530,Sigma70,Weak,b2715
1531,Sigma70,Weak,b2716
1532,Sigma70,Weak,b2741
1533,Sigma70,Strong,b2742
1534,Sigma70,Strong,b2743
1535,Sigma70,Strong,b2744
1536,Sigma70,Weak,b2750
1537,Sigma70,Weak,b2751
1538,Sigma70,Weak,b2752
1539,Sigma70,Strong,b2754
1540,Sigma70,Strong,b2755
1541,Sigma70,Strong,b2756
1542,Sigma70,Strong,b2757
1543,Sigma70,Strong,b2758
1544,Sigma70,Strong,b2759
1545,Sigma70,Strong,b2760
1546,Sigma70,Strong,b2762
1547,Sigma70,Strong,b2763
1548,Sigma70,Strong,b2764
1549,Sigma70,Strong,b2779
1550,Sigma70,Strong,b2782
1551,Sigma70,Strong,b2783
1552,Sigma70,Strong,b2784
1553,Sigma70,Weak,b2799
1554,Sigma70,Weak,b2800
1555,Sigma70,Weak,b2801
1556,Sigma70,Weak,b2802
1557,Sigma70,Weak,b2803
1558,Sigma70,Weak,b2804
1559,Sigma70,Weak,b2805
1560,Sigma70,Weak,b2808
1561,Sigma70,Weak,b2818
1562,Sigma70,Strong,b2819
1563,Sigma70,Strong,b2820
1564,Sigma70,Strong,b2821
1565,Sigma70,Weak,b2822
1566,Sigma70,Strong,b2827
1567,Sigma70,Strong,b2828
1568,Sigma70,Weak,b2837
1569,Sigma70,Weak,b2838
1570,Sigma70,Weak,b2839
1571,Sigma70,Strong,b2840
1572,Sigma70,Strong,b2841
1573,Sigma70,Weak,b2852
1574,Sigma70,Strong,b2879
1575,Sigma70,Strong,b2895
1576,Sigma70,Strong,b2903
1577,Sigma70,Strong,b2904
1578,Sigma70,Strong,b2905
1579,Sigma70,Strong,b2906
1580,Sigma70,Strong,b2907
1581,Sigma70,Strong,b2908
1582,Sigma70,Strong,b2909
1583,Sigma70,Strong,b2912
1584,Sigma70,Weak,b2913
1585,Sigma70,Strong,b2923
1586,Sigma70,Weak,b2925
1587,Sigma70,Weak,b2926
1588,Sigma70,Weak,b2927
1589,Sigma70,Weak,b2936
1590,Sigma70,Weak,b2937
1591,Sigma70,Weak,b2938
1592,Sigma70,Weak,b2942
1593,Sigma70,Weak,b2943
1594,Sigma70,Strong,b2957
1595,Sigma70,Strong,b2964
1596,Sigma70,Weak,b2975
1597,Sigma70,Weak,b2976
1598,Sigma70,Weak,b2977
1599,Sigma70,Weak,b2979
1600,Sigma70,Weak,b2980
1601,Sigma70,Weak,b2987
1602,Sigma70,Weak,b2990
1603,Sigma70,Weak,b2991
1604,Sigma70,Weak,b2992
1605,Sigma70,Weak,b2993
1606,Sigma70,Weak,b2994
1607,Sigma70,Weak,b2995
1608,Sigma70,Weak,b2996
1609,Sigma70,Weak,b2997
1610,Sigma70,Weak,b3005
1611,Sigma70,Weak,b3006
1612,Sigma70,Weak,b3008
1613,Sigma70,Strong,b3011
1614,Sigma70,Strong,b3012
1615,Sigma70,Strong,b3021
1616,Sigma70,Strong,b3022
1617,Sigma70,Strong,b3025
1618,Sigma70,Strong,b3026
1619,Sigma70,Weak,b3061
1620,Sigma70,Weak,b3062
1621,Sigma70,Weak,b3063
1622,Sigma70,Weak,b3065
1623,Sigma70,Weak,b3066
1624,Sigma70,Weak,b3067
1625,Sigma70,Weak,b3070
1626,Sigma70,Weak,b3076
1627,Sigma70,Weak,b3077
1628,Sigma70,Strong,b3082
1629,Sigma70,Strong,b3083
1630,Sigma70,Weak,b3091
1631,Sigma70,Weak,b3092
1632,Sigma70,Strong,b3094
1633,Sigma70,Weak,b3095
1634,Sigma70,Weak,b3096
1635,Sigma70,Weak,b3124
1636,Sigma70,Weak,b3125
1637,Sigma70,Weak,b3126
1638,Sigma70,Weak,b3127
1639,Sigma70,Weak,b3129
1640,Sigma70,Weak,b3130
1641,Sigma70,Weak,b3131
1642,Sigma70,Strong,b3132
1643,Sigma70,Strong,b3133
1644,Sigma70,Strong,b3134
1645,Sigma70,Strong,b3135
1646,Sigma70,Weak,b3136
1647,Sigma70,Weak,b3137
1648,Sigma70,Weak,b3138
1649,Sigma70,Weak,b3139
1650,Sigma70,Weak,b3140
1651,Sigma70,Weak,b3141
1652,Sigma70,Weak,b3161
1653,Sigma70,Strong,b3162
1654,Sigma70,Weak,b3164
1655,Sigma70,Weak,b3165
1656,Sigma70,Weak,b3166
1657,Sigma70,Weak,b3167
1658,Sigma70,Weak,b3168
1659,Sigma70,Weak,b3169
1660,Sigma70,Weak,b3170
1661,Sigma70,Weak,b3172
1662,Sigma70,Weak,b3175
1663,Sigma70,Weak,b3178
1664,Sigma70,Weak,b3179
1665,Sigma70,Strong,b3181
1666,Sigma70,Weak,b3183
1667,Sigma70,Weak,b3184
1668,Sigma70,Weak,b3185
1669,Sigma70,Weak,b3186
1670,Sigma70,Strong,b3196
1671,Sigma70,Strong,b3197
1672,Sigma70,Weak,b3198
1673,Sigma70,Weak,b3199
1674,Sigma70,Weak,b3200
1675,Sigma70,Weak,b3201
1676,Sigma70,Weak,b3202
1677,Sigma70,Weak,b3203
1678,Sigma70,Weak,b3204
1679,Sigma70,Weak,b3205
1680,Sigma70,Weak,b3206
1681,Sigma70,Weak,b3212
1682,Sigma70,Weak,b3213
1683,Sigma70,Weak,b3214
1684,Sigma70,Strong,b3221
1685,Sigma70,Strong,b3222
1686,Sigma70,Strong,b3223
1687,Sigma70,Strong,b3224
1688,Sigma70,Strong,b3225
1689,Sigma70,Weak,b3227
1690,Sigma70,Weak,b3230
1691,Sigma70,Weak,b3231
1692,Sigma70,Strong,b3234
1693,Sigma70,Strong,b3235
1694,Sigma70,Weak,b3236
1695,Sigma70,Weak,b3237
1696,Sigma70,Weak,b3249
1697,Sigma70,Weak,b3250
1698,Sigma70,Weak,b3251
1699,Sigma70,Weak,b3255
1700,Sigma70,Weak,b3256
